Vendor,Model,OS,Kernel,CPP,Ver,JEM,Mem,Dimms,Size,Rank,Speed,Mfg,Gen,CPU,TDP,Cores,ACT,Chips,Cores,Threads,Score,URL,,,,,,,,,low(x),med(x),high(x)
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8260Y,165,24,3.1,2,48,96,275,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13281.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,275,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13741.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,246,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12782.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Desktop 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,182,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-16786.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,182,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18437.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,182,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18282.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,342,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190317-11165.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,342,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190319-11500.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,342,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18078.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8280L,205,28,3.3,2,56,112,342,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190319-11494.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,8280M,205,28,3.3,2,56,112,342,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19116.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8276L,165,28,3,2,56,112,311,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14798.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,244,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11862.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,244,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15493.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240Y,150,18,3.3,2,36,72,220,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16846.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,220,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18274.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,220,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19129.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6230N,125,20,2.9,2,40,80,215,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190926-18668.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2666,Intel,CLX,5218N,110,16,3,2,32,64,178,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14669.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,5218N,110,16,3,2,32,64,178,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12422.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5218N,110,16,3,2,32,64,178,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13724.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6252N,150,24,3,2,48,96,267,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17455.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,276,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191001-18909.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8260,165,24,3.1,2,48,96,276,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19374.html,,,,,,,,,,,
Huawei,2288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,8260L,165,24,3.1,2,48,96,276,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12676.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8260,165,24,3.1,2,48,96,276,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13375.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,276,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14075.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6242R,205,20,3.8,2,40,80,282,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200303-21152.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,6242,150,16,3.5,2,32,64,208,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16065.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6242,150,16,3.5,2,32,64,208,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13081.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6230T,125,20,2.8,2,40,80,208,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17583.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8276L,165,28,3,2,56,112,312,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190913-17834.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8276L,165,28,3,2,56,112,312,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14637.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8276L,165,28,3,2,56,112,312,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18298.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,8276,165,28,3,2,56,112,312,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19112.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,6246,165,12,4.1,2,24,48,183,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-17098.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,183,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18098.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,243,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13774.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,242,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11907.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6248,150,20,3.2,2,40,80,242,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13918.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,221,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-18997.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6240Y,150,18,3.3,2,36,72,221,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12952.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,221,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17452.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,221,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17604.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6238T,125,22,2.7,2,44,88,221,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13157.html,,,,,,,,,,,
HPE,ProLiant BL460c Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,192,12,16,2Rx8,2933,Intel,CLX,6244,150,8,4.3,2,16,32,128,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13297.html,,,,,,,,,,,
Dell,PowerEdge R740xd,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,5220R,150,24,2.9,2,48,96,259,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20795.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,6252N,150,24,3,2,48,96,268,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16862.html,,,,,,,,,,,
Dell,PowerEdge M640,Ubuntu 18.04.3 LTS,4.15.0-66-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,6252N,150,24,3,2,48,96,268,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191125-20084.html,,,,,,,,,,,
Supermicro,SuperServer 2029BT-DNC0R,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,344,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190318-11169.html,,,,,,,,,,,
Supermicro,SuperServer 2029UZ-TR4+,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,344,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190318-11229.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260,165,24,3.1,2,48,96,277,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17677.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260L,165,24,3.1,2,48,96,277,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-17928.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8260L,165,24,3.1,2,48,96,277,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13383.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6230N,125,20,2.9,2,40,80,216,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17626.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8276,165,28,3,2,56,112,313,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14102.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6242,150,16,3.5,2,32,64,209,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13904.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,345,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190318-11282.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6246R,205,16,4,2,32,64,239,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200217-20892.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6248,150,20,3.2,2,40,80,239,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190526-14522.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6248,150,20,3.2,2,40,80,239,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13317.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260Y,165,24,3.1,2,48,96,278,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18422.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,278,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14648.html,,,,,,,,,,,
Supermicro,SuperStorage 2029P-E1CR24H,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6248,150,20,3.2,2,40,80,237,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13576.html,,,,,,,,,,,
Dell,PowerEdge M640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6248,150,20,3.2,2,40,80,236,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14586.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,222,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18408.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,222,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16057.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,8276,165,28,3,2,56,112,314,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13513.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6226,125,12,3.5,2,24,48,157,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190926-18665.html,,,,,,,,,,,
Inspur,NF5180M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,331,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191125-20143.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8260,165,24,3.1,2,48,96,279,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17761.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,279,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13868.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,279,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15040.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8260L,165,24,3.1,2,48,96,279,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15117.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,279,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14956.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8268,205,24,3.5,2,48,96,315,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20718.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6242,150,16,3.5,2,32,64,210,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13303.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218N,110,16,3,2,32,64,180,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19003.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6230T,125,20,2.8,2,40,80,210,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15296.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18773.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15399.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240Y,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14121.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15627.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15628.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6240Y,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-16021.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6240M,150,18,3.3,2,36,72,223,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18094.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6238T,125,22,2.7,2,44,88,223,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13360.html,,,,,,,,,,,
Inspur,NF5280M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,264,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18758.html,,,,,,,,,,,
Inspur,NF5180M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,264,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191112-19842.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8268,205,24,3.5,2,48,96,316,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190524-14465.html,,,,,,,,,,,
